date,year,month,day,week_number,description,value,tag
2025-06-16 11:28:20 PM,2025,6,16,25,Full Pullups,57,ConvictConditioning
2025-06-16 11:28:20 PM,2025,6,16,25,Unevein Squats,13,ConvictConditioning
2025-06-16 11:28:20 PM,2025,6,16,25,Close Pushups,0,ConvictConditioning
2025-06-16 11:28:20 PM,2025,6,16,25,Straigt Leg Raises,0,ConvictConditioning
2025-06-16 11:28:20 PM,2025,6,16,25,Handstand Pushups,0,ConvictConditioning
2025-06-16 11:28:20 PM,2025,6,16,25,Straignt Bridges,0,ConvictConditioning
2025-06-17 11:24:14 PM,2025,6,17,25,Sueño,8,Health
2025-06-17 11:24:14 PM,2025,6,17,25,Humor,7,Health
2025-06-17 11:24:14 PM,2025,6,17,25,Estres,2,Health
2025-06-17 11:24:14 PM,2025,6,17,25,positive_habit_01,1,PositiveHabits
2025-06-17 11:24:14 PM,2025,6,17,25,positive_habit_02,0,PositiveHabits
2025-06-17 11:24:14 PM,2025,6,17,25,positive_habit_03,1,PositiveHabits
2025-06-17 11:24:14 PM,2025,6,17,25,positive_habit_04,1,PositiveHabits
2025-06-17 11:24:14 PM,2025,6,17,25,positive_habit_05,1,PositiveHabits
2025-06-17 11:24:14 PM,2025,6,17,25,positive_habit_06,1,PositiveHabits
2025-06-17 11:24:14 PM,2025,6,17,25,positive_habit_07,1,PositiveHabits
2025-06-17 11:24:14 PM,2025,6,17,25,negative_habit_01,0,NegativeHabits
2025-06-17 11:24:14 PM,2025,6,17,25,negative_habit_02,0,NegativeHabits
2025-06-17 11:24:14 PM,2025,6,17,25,negative_habit_03,0,NegativeHabits
2025-06-17 11:24:14 PM,2025,6,17,25,negative_habit_04,0,NegativeHabits
2025-06-17 11:24:14 PM,2025,6,17,25,Saludo al Sol,0,ConvictConditioning
2025-06-17 11:24:14 PM,2025,6,17,25,Full Pullups,0,ConvictConditioning
2025-06-17 11:24:14 PM,2025,6,17,25,Unevein Squats,0,ConvictConditioning
2025-06-17 11:24:14 PM,2025,6,17,25,Close Pushups,0,ConvictConditioning
2025-06-17 11:24:14 PM,2025,6,17,25,Straigt Leg Raises,0,ConvictConditioning
2025-06-17 11:24:14 PM,2025,6,17,25,Handstand Pushups,0,ConvictConditioning
2025-06-17 11:24:14 PM,2025,6,17,25,Straignt Bridges,0,ConvictConditioning
2025-06-18 10:47:55 PM,2025,6,18,25,Sueño,7,Health
2025-06-18 10:47:55 PM,2025,6,18,25,Humor,7,Health
2025-06-18 10:47:55 PM,2025,6,18,25,Estres,3,Health
2025-06-18 10:47:55 PM,2025,6,18,25,positive_habit_01,1,PositiveHabits
2025-06-18 10:47:55 PM,2025,6,18,25,positive_habit_02,1,PositiveHabits
2025-06-18 10:47:55 PM,2025,6,18,25,positive_habit_03,1,PositiveHabits
2025-06-18 10:47:55 PM,2025,6,18,25,positive_habit_04,1,PositiveHabits
2025-06-18 10:47:55 PM,2025,6,18,25,positive_habit_05,1,PositiveHabits
2025-06-18 10:47:55 PM,2025,6,18,25,positive_habit_06,1,PositiveHabits
2025-06-18 10:47:55 PM,2025,6,18,25,positive_habit_07,1,PositiveHabits
2025-06-18 10:47:55 PM,2025,6,18,25,negative_habit_01,0,NegativeHabits
2025-06-18 10:47:55 PM,2025,6,18,25,negative_habit_02,0,NegativeHabits
2025-06-18 10:47:55 PM,2025,6,18,25,negative_habit_03,0,NegativeHabits
2025-06-18 10:47:55 PM,2025,6,18,25,negative_habit_04,0,NegativeHabits
2025-06-18 10:47:55 PM,2025,6,18,25,Saludo al Sol,5,ConvictConditioning
2025-06-18 10:47:55 PM,2025,6,18,25,Full Pullups,0,ConvictConditioning
2025-06-18 10:47:55 PM,2025,6,18,25,Unevein Squats,0,ConvictConditioning
2025-06-18 10:47:55 PM,2025,6,18,25,Close Pushups,46,ConvictConditioning
2025-06-18 10:47:55 PM,2025,6,18,25,Straigt Leg Raises,31,ConvictConditioning
2025-06-18 10:47:55 PM,2025,6,18,25,Handstand Pushups,0,ConvictConditioning
2025-06-18 10:47:55 PM,2025,6,18,25,Straignt Bridges,0,ConvictConditioning
2025-06-19 11:47:21 PM,2025,6,19,25,Sueño,8,Health
2025-06-19 11:47:21 PM,2025,6,19,25,Humor,6,Health
2025-06-19 11:47:21 PM,2025,6,19,25,Estres,1,Health
2025-06-19 11:47:21 PM,2025,6,19,25,positive_habit_01,1,PositiveHabits
2025-06-19 11:47:21 PM,2025,6,19,25,positive_habit_02,1,PositiveHabits
2025-06-19 11:47:21 PM,2025,6,19,25,positive_habit_03,1,PositiveHabits
2025-06-19 11:47:21 PM,2025,6,19,25,positive_habit_04,1,PositiveHabits
2025-06-19 11:47:21 PM,2025,6,19,25,positive_habit_05,1,PositiveHabits
2025-06-19 11:47:21 PM,2025,6,19,25,positive_habit_06,1,PositiveHabits
2025-06-19 11:47:21 PM,2025,6,19,25,positive_habit_07,1,PositiveHabits
2025-06-19 11:47:21 PM,2025,6,19,25,negative_habit_01,0,NegativeHabits
2025-06-19 11:47:21 PM,2025,6,19,25,negative_habit_02,0,NegativeHabits
2025-06-19 11:47:21 PM,2025,6,19,25,negative_habit_03,0,NegativeHabits
2025-06-19 11:47:21 PM,2025,6,19,25,negative_habit_04,0,NegativeHabits
2025-06-19 11:47:21 PM,2025,6,19,25,Saludo al Sol,0,ConvictConditioning
2025-06-19 11:47:21 PM,2025,6,19,25,Full Pullups,0,ConvictConditioning
2025-06-19 11:47:21 PM,2025,6,19,25,Unevein Squats,0,ConvictConditioning
2025-06-19 11:47:21 PM,2025,6,19,25,Close Pushups,0,ConvictConditioning
2025-06-19 11:47:21 PM,2025,6,19,25,Straigt Leg Raises,0,ConvictConditioning
2025-06-19 11:47:21 PM,2025,6,19,25,Handstand Pushups,0,ConvictConditioning
2025-06-19 11:47:21 PM,2025,6,19,25,Straignt Bridges,0,ConvictConditioning
2025-06-20 10:24:17 PM,2025,6,20,25,Sueño,8,Health
2025-06-20 10:24:17 PM,2025,6,20,25,Humor,8,Health
2025-06-20 10:24:17 PM,2025,6,20,25,Estres,2,Health
2025-06-20 10:24:17 PM,2025,6,20,25,positive_habit_01,1,PositiveHabits
2025-06-20 10:24:17 PM,2025,6,20,25,positive_habit_02,1,PositiveHabits
2025-06-20 10:24:17 PM,2025,6,20,25,positive_habit_03,1,PositiveHabits
2025-06-20 10:24:17 PM,2025,6,20,25,positive_habit_04,0,PositiveHabits
2025-06-20 10:24:17 PM,2025,6,20,25,positive_habit_05,1,PositiveHabits
2025-06-20 10:24:17 PM,2025,6,20,25,positive_habit_06,1,PositiveHabits
2025-06-20 10:24:17 PM,2025,6,20,25,positive_habit_07,1,PositiveHabits
2025-06-20 10:24:17 PM,2025,6,20,25,negative_habit_01,0,NegativeHabits
2025-06-20 10:24:17 PM,2025,6,20,25,negative_habit_02,0,NegativeHabits
2025-06-20 10:24:17 PM,2025,6,20,25,negative_habit_03,1,NegativeHabits
2025-06-20 10:24:17 PM,2025,6,20,25,negative_habit_04,0,NegativeHabits
2025-06-20 10:24:17 PM,2025,6,20,25,Saludo al Sol,5,ConvictConditioning
2025-06-20 10:24:17 PM,2025,6,20,25,Full Pullups,0,ConvictConditioning
2025-06-20 10:24:17 PM,2025,6,20,25,Unevein Squats,0,ConvictConditioning
2025-06-20 10:24:17 PM,2025,6,20,25,Close Pushups,0,ConvictConditioning
2025-06-20 10:24:17 PM,2025,6,20,25,Straigt Leg Raises,0,ConvictConditioning
2025-06-20 10:24:17 PM,2025,6,20,25,Handstand Pushups,23,ConvictConditioning
2025-06-20 10:24:17 PM,2025,6,20,25,Straignt Bridges,48,ConvictConditioning
2025-06-21 08:10:50 PM,2025,6,21,25,Sueño,6,Health
2025-06-21 08:10:50 PM,2025,6,21,25,Humor,7,Health
2025-06-21 08:10:50 PM,2025,6,21,25,Estres,4,Health
2025-06-21 08:10:50 PM,2025,6,21,25,positive_habit_01,1,PositiveHabits
2025-06-21 08:10:50 PM,2025,6,21,25,positive_habit_02,0,PositiveHabits
2025-06-21 08:10:50 PM,2025,6,21,25,positive_habit_03,1,PositiveHabits
2025-06-21 08:10:50 PM,2025,6,21,25,positive_habit_04,0,PositiveHabits
2025-06-21 08:10:50 PM,2025,6,21,25,positive_habit_05,1,PositiveHabits
2025-06-21 08:10:50 PM,2025,6,21,25,positive_habit_06,1,PositiveHabits
2025-06-21 08:10:50 PM,2025,6,21,25,positive_habit_07,1,PositiveHabits
2025-06-21 08:10:50 PM,2025,6,21,25,negative_habit_01,0,NegativeHabits
2025-06-21 08:10:50 PM,2025,6,21,25,negative_habit_02,0,NegativeHabits
2025-06-21 08:10:50 PM,2025,6,21,25,negative_habit_03,0,NegativeHabits
2025-06-21 08:10:50 PM,2025,6,21,25,negative_habit_04,0,NegativeHabits
2025-06-21 08:10:50 PM,2025,6,21,25,Saludo al Sol,0,ConvictConditioning
2025-06-21 08:10:50 PM,2025,6,21,25,Full Pullups,0,ConvictConditioning
2025-06-21 08:10:50 PM,2025,6,21,25,Unevein Squats,0,ConvictConditioning
2025-06-21 08:10:50 PM,2025,6,21,25,Close Pushups,0,ConvictConditioning
2025-06-21 08:10:50 PM,2025,6,21,25,Straigt Leg Raises,0,ConvictConditioning
2025-06-21 08:10:50 PM,2025,6,21,25,Handstand Pushups,0,ConvictConditioning
2025-06-21 08:10:50 PM,2025,6,21,25,Straignt Bridges,0,ConvictConditioning
2025-06-22 08:39:15 PM,2025,6,22,25,Sueño,6,Health
2025-06-22 08:39:15 PM,2025,6,22,25,Humor,8,Health
2025-06-22 08:39:15 PM,2025,6,22,25,Estres,2,Health
2025-06-22 08:39:15 PM,2025,6,22,25,positive_habit_01,0,PositiveHabits
2025-06-22 08:39:15 PM,2025,6,22,25,positive_habit_02,1,PositiveHabits
2025-06-22 08:39:15 PM,2025,6,22,25,positive_habit_03,1,PositiveHabits
2025-06-22 08:39:15 PM,2025,6,22,25,positive_habit_04,1,PositiveHabits
2025-06-22 08:39:15 PM,2025,6,22,25,positive_habit_05,0,PositiveHabits
2025-06-22 08:39:15 PM,2025,6,22,25,positive_habit_06,0,PositiveHabits
2025-06-22 08:39:15 PM,2025,6,22,25,positive_habit_07,1,PositiveHabits
2025-06-22 08:39:15 PM,2025,6,22,25,negative_habit_01,0,NegativeHabits
2025-06-22 08:39:15 PM,2025,6,22,25,negative_habit_02,0,NegativeHabits
2025-06-22 08:39:15 PM,2025,6,22,25,negative_habit_03,0,NegativeHabits
2025-06-22 08:39:15 PM,2025,6,22,25,negative_habit_04,0,NegativeHabits
2025-06-22 08:39:15 PM,2025,6,22,25,Saludo al Sol,0,ConvictConditioning
2025-06-22 08:39:15 PM,2025,6,22,25,Full Pullups,0,ConvictConditioning
2025-06-22 08:39:15 PM,2025,6,22,25,Unevein Squats,0,ConvictConditioning
2025-06-22 08:39:15 PM,2025,6,22,25,Close Pushups,0,ConvictConditioning
2025-06-22 08:39:15 PM,2025,6,22,25,Straigt Leg Raises,0,ConvictConditioning
2025-06-22 08:39:15 PM,2025,6,22,25,Handstand Pushups,0,ConvictConditioning
2025-06-22 08:39:15 PM,2025,6,22,25,Straignt Bridges,0,ConvictConditioning
2025-06-23 11:42:04 PM,2025,6,23,26,Sueño,7,Health
2025-06-23 11:42:04 PM,2025,6,23,26,Humor,6,Health
2025-06-23 11:42:04 PM,2025,6,23,26,Estres,3,Health
2025-06-23 11:42:04 PM,2025,6,23,26,positive_habit_01,1,PositiveHabits
2025-06-23 11:42:04 PM,2025,6,23,26,positive_habit_02,1,PositiveHabits
2025-06-23 11:42:04 PM,2025,6,23,26,positive_habit_03,1,PositiveHabits
2025-06-23 11:42:04 PM,2025,6,23,26,positive_habit_04,1,PositiveHabits
2025-06-23 11:42:04 PM,2025,6,23,26,positive_habit_05,1,PositiveHabits
2025-06-23 11:42:04 PM,2025,6,23,26,positive_habit_06,0,PositiveHabits
2025-06-23 11:42:04 PM,2025,6,23,26,positive_habit_07,1,PositiveHabits
2025-06-23 11:42:04 PM,2025,6,23,26,negative_habit_01,0,NegativeHabits
2025-06-23 11:42:04 PM,2025,6,23,26,negative_habit_02,0,NegativeHabits
2025-06-23 11:42:04 PM,2025,6,23,26,negative_habit_03,1,NegativeHabits
2025-06-23 11:42:04 PM,2025,6,23,26,negative_habit_04,0,NegativeHabits
2025-06-23 11:42:04 PM,2025,6,23,26,Saludo al Sol,5,ConvictConditioning
2025-06-23 11:42:04 PM,2025,6,23,26,Full Pullups,15,ConvictConditioning
2025-06-23 11:42:04 PM,2025,6,23,26,Unevein Squats,20,ConvictConditioning
2025-06-23 11:42:04 PM,2025,6,23,26,Close Pushups,0,ConvictConditioning
2025-06-23 11:42:04 PM,2025,6,23,26,Straigt Leg Raises,0,ConvictConditioning
2025-06-23 11:42:04 PM,2025,6,23,26,Handstand Pushups,0,ConvictConditioning
2025-06-23 11:42:04 PM,2025,6,23,26,Straignt Bridges,0,ConvictConditioning
2025-06-24 11:25:01 PM,2025,6,24,26,Sueño,7,Health
2025-06-24 11:25:01 PM,2025,6,24,26,Humor,6,Health
2025-06-24 11:25:01 PM,2025,6,24,26,Estres,2,Health
2025-06-24 11:25:01 PM,2025,6,24,26,positive_habit_01,0,PositiveHabits
2025-06-24 11:25:01 PM,2025,6,24,26,positive_habit_02,0,PositiveHabits
2025-06-24 11:25:01 PM,2025,6,24,26,positive_habit_03,1,PositiveHabits
2025-06-24 11:25:01 PM,2025,6,24,26,positive_habit_04,1,PositiveHabits
2025-06-24 11:25:01 PM,2025,6,24,26,positive_habit_05,0,PositiveHabits
2025-06-24 11:25:01 PM,2025,6,24,26,positive_habit_06,1,PositiveHabits
2025-06-24 11:25:01 PM,2025,6,24,26,positive_habit_07,1,PositiveHabits
2025-06-24 11:25:01 PM,2025,6,24,26,negative_habit_01,0,NegativeHabits
2025-06-24 11:25:01 PM,2025,6,24,26,negative_habit_02,0,NegativeHabits
2025-06-24 11:25:01 PM,2025,6,24,26,negative_habit_03,0,NegativeHabits
2025-06-24 11:25:01 PM,2025,6,24,26,negative_habit_04,1,NegativeHabits
2025-06-24 11:25:01 PM,2025,6,24,26,Saludo al Sol,0,ConvictConditioning
2025-06-24 11:25:01 PM,2025,6,24,26,Full Pullups,0,ConvictConditioning
2025-06-24 11:25:01 PM,2025,6,24,26,Unevein Squats,0,ConvictConditioning
2025-06-24 11:25:01 PM,2025,6,24,26,Close Pushups,0,ConvictConditioning
2025-06-24 11:25:01 PM,2025,6,24,26,Straigt Leg Raises,0,ConvictConditioning
2025-06-24 11:25:01 PM,2025,6,24,26,Handstand Pushups,0,ConvictConditioning
2025-06-24 11:25:01 PM,2025,6,24,26,Straignt Bridges,0,ConvictConditioning
2025-06-25 11:41:00 PM,2025,6,25,26,Sueño,8,Health
2025-06-25 11:41:00 PM,2025,6,25,26,Humor,6,Health
2025-06-25 11:41:00 PM,2025,6,25,26,Estres,4,Health
2025-06-25 11:41:00 PM,2025,6,25,26,positive_habit_01,1,PositiveHabits
2025-06-25 11:41:00 PM,2025,6,25,26,positive_habit_02,1,PositiveHabits
2025-06-25 11:41:00 PM,2025,6,25,26,positive_habit_03,1,PositiveHabits
2025-06-25 11:41:00 PM,2025,6,25,26,positive_habit_04,0,PositiveHabits
2025-06-25 11:41:00 PM,2025,6,25,26,positive_habit_05,1,PositiveHabits
2025-06-25 11:41:00 PM,2025,6,25,26,positive_habit_06,1,PositiveHabits
2025-06-25 11:41:00 PM,2025,6,25,26,positive_habit_07,1,PositiveHabits
2025-06-25 11:41:00 PM,2025,6,25,26,negative_habit_01,0,NegativeHabits
2025-06-25 11:41:00 PM,2025,6,25,26,negative_habit_02,0,NegativeHabits
2025-06-25 11:41:00 PM,2025,6,25,26,negative_habit_03,0,NegativeHabits
2025-06-25 11:41:00 PM,2025,6,25,26,negative_habit_04,0,NegativeHabits
2025-06-25 11:41:00 PM,2025,6,25,26,Saludo al Sol,5,ConvictConditioning
2025-06-25 11:41:00 PM,2025,6,25,26,Full Pullups,0,ConvictConditioning
2025-06-25 11:41:00 PM,2025,6,25,26,Unevein Squats,0,ConvictConditioning
2025-06-25 11:41:00 PM,2025,6,25,26,Close Pushups,27,ConvictConditioning
2025-06-25 11:41:00 PM,2025,6,25,26,Straigt Leg Raises,28,ConvictConditioning
2025-06-25 11:41:00 PM,2025,6,25,26,Handstand Pushups,0,ConvictConditioning
2025-06-25 11:41:00 PM,2025,6,25,26,Straignt Bridges,0,ConvictConditioning
2025-06-26 10:28:54 PM,2025,6,26,26,Sueño,8,Health
2025-06-26 10:28:54 PM,2025,6,26,26,Humor,6,Health
2025-06-26 10:28:54 PM,2025,6,26,26,Estres,1,Health
2025-06-26 10:28:54 PM,2025,6,26,26,positive_habit_01,1,PositiveHabits
2025-06-26 10:28:54 PM,2025,6,26,26,positive_habit_02,0,PositiveHabits
2025-06-26 10:28:54 PM,2025,6,26,26,positive_habit_03,0,PositiveHabits
2025-06-26 10:28:54 PM,2025,6,26,26,positive_habit_04,1,PositiveHabits
2025-06-26 10:28:54 PM,2025,6,26,26,positive_habit_05,1,PositiveHabits
2025-06-26 10:28:54 PM,2025,6,26,26,positive_habit_06,0,PositiveHabits
2025-06-26 10:28:54 PM,2025,6,26,26,positive_habit_07,0,PositiveHabits
2025-06-26 10:28:54 PM,2025,6,26,26,negative_habit_01,0,NegativeHabits
2025-06-26 10:28:54 PM,2025,6,26,26,negative_habit_02,0,NegativeHabits
2025-06-26 10:28:54 PM,2025,6,26,26,negative_habit_03,0,NegativeHabits
2025-06-26 10:28:54 PM,2025,6,26,26,negative_habit_04,0,NegativeHabits
2025-06-26 10:28:54 PM,2025,6,26,26,Saludo al Sol,0,ConvictConditioning
2025-06-26 10:28:54 PM,2025,6,26,26,Full Pullups,0,ConvictConditioning
2025-06-26 10:28:54 PM,2025,6,26,26,Unevein Squats,0,ConvictConditioning
2025-06-26 10:28:54 PM,2025,6,26,26,Close Pushups,0,ConvictConditioning
2025-06-26 10:28:54 PM,2025,6,26,26,Straigt Leg Raises,0,ConvictConditioning
2025-06-26 10:28:54 PM,2025,6,26,26,Handstand Pushups,0,ConvictConditioning
2025-06-26 10:28:54 PM,2025,6,26,26,Straignt Bridges,0,ConvictConditioning
2025-06-27 10:36:35 PM,2025,6,27,26,Sueño,7,Health
2025-06-27 10:36:35 PM,2025,6,27,26,Humor,7,Health
2025-06-27 10:36:35 PM,2025,6,27,26,Estres,2,Health
2025-06-27 10:36:35 PM,2025,6,27,26,positive_habit_01,1,PositiveHabits
2025-06-27 10:36:35 PM,2025,6,27,26,positive_habit_02,1,PositiveHabits
2025-06-27 10:36:35 PM,2025,6,27,26,positive_habit_03,1,PositiveHabits
2025-06-27 10:36:35 PM,2025,6,27,26,positive_habit_04,1,PositiveHabits
2025-06-27 10:36:35 PM,2025,6,27,26,positive_habit_05,1,PositiveHabits
2025-06-27 10:36:35 PM,2025,6,27,26,positive_habit_06,1,PositiveHabits
2025-06-27 10:36:35 PM,2025,6,27,26,positive_habit_07,1,PositiveHabits
2025-06-27 10:36:35 PM,2025,6,27,26,negative_habit_01,0,NegativeHabits
2025-06-27 10:36:35 PM,2025,6,27,26,negative_habit_02,0,NegativeHabits
2025-06-27 10:36:35 PM,2025,6,27,26,negative_habit_03,0,NegativeHabits
2025-06-27 10:36:35 PM,2025,6,27,26,negative_habit_04,0,NegativeHabits
2025-06-27 10:36:35 PM,2025,6,27,26,Saludo al Sol,5,ConvictConditioning
2025-06-27 10:36:35 PM,2025,6,27,26,Full Pullups,0,ConvictConditioning
2025-06-27 10:36:35 PM,2025,6,27,26,Unevein Squats,0,ConvictConditioning
2025-06-27 10:36:35 PM,2025,6,27,26,Close Pushups,0,ConvictConditioning
2025-06-27 10:36:35 PM,2025,6,27,26,Straigt Leg Raises,0,ConvictConditioning
2025-06-27 10:36:35 PM,2025,6,27,26,Handstand Pushups,11,ConvictConditioning
2025-06-27 10:36:35 PM,2025,6,27,26,Straignt Bridges,58,ConvictConditioning
2025-06-28 09:50:37 PM,2025,6,28,26,Sueño,7,Health
2025-06-28 09:50:37 PM,2025,6,28,26,Humor,7,Health
2025-06-28 09:50:37 PM,2025,6,28,26,Estres,4,Health
2025-06-28 09:50:37 PM,2025,6,28,26,positive_habit_01,0,PositiveHabits
2025-06-28 09:50:37 PM,2025,6,28,26,positive_habit_02,1,PositiveHabits
2025-06-28 09:50:37 PM,2025,6,28,26,positive_habit_03,1,PositiveHabits
2025-06-28 09:50:37 PM,2025,6,28,26,positive_habit_04,1,PositiveHabits
2025-06-28 09:50:37 PM,2025,6,28,26,positive_habit_05,1,PositiveHabits
2025-06-28 09:50:37 PM,2025,6,28,26,positive_habit_06,0,PositiveHabits
2025-06-28 09:50:37 PM,2025,6,28,26,positive_habit_07,1,PositiveHabits
2025-06-28 09:50:37 PM,2025,6,28,26,negative_habit_01,0,NegativeHabits
2025-06-28 09:50:37 PM,2025,6,28,26,negative_habit_02,0,NegativeHabits
2025-06-28 09:50:37 PM,2025,6,28,26,negative_habit_03,0,NegativeHabits
2025-06-28 09:50:37 PM,2025,6,28,26,negative_habit_04,1,NegativeHabits
2025-06-28 09:50:37 PM,2025,6,28,26,Saludo al Sol,0,ConvictConditioning
2025-06-28 09:50:37 PM,2025,6,28,26,Full Pullups,0,ConvictConditioning
2025-06-28 09:50:37 PM,2025,6,28,26,Unevein Squats,0,ConvictConditioning
2025-06-28 09:50:37 PM,2025,6,28,26,Close Pushups,0,ConvictConditioning
2025-06-28 09:50:37 PM,2025,6,28,26,Straigt Leg Raises,0,ConvictConditioning
2025-06-28 09:50:37 PM,2025,6,28,26,Handstand Pushups,0,ConvictConditioning
2025-06-28 09:50:37 PM,2025,6,28,26,Straignt Bridges,0,ConvictConditioning
2025-06-29 10:48:34 PM,2025,6,29,26,Sueño,7,Health
2025-06-29 10:48:34 PM,2025,6,29,26,Humor,6,Health
2025-06-29 10:48:34 PM,2025,6,29,26,Estres,1,Health
2025-06-29 10:48:34 PM,2025,6,29,26,positive_habit_01,1,PositiveHabits
2025-06-29 10:48:34 PM,2025,6,29,26,positive_habit_02,1,PositiveHabits
2025-06-29 10:48:34 PM,2025,6,29,26,positive_habit_03,1,PositiveHabits
2025-06-29 10:48:34 PM,2025,6,29,26,positive_habit_04,0,PositiveHabits
2025-06-29 10:48:34 PM,2025,6,29,26,positive_habit_05,1,PositiveHabits
2025-06-29 10:48:34 PM,2025,6,29,26,positive_habit_06,1,PositiveHabits
2025-06-29 10:48:34 PM,2025,6,29,26,positive_habit_07,1,PositiveHabits
2025-06-29 10:48:34 PM,2025,6,29,26,negative_habit_01,0,NegativeHabits
2025-06-29 10:48:34 PM,2025,6,29,26,negative_habit_02,0,NegativeHabits
2025-06-29 10:48:34 PM,2025,6,29,26,negative_habit_03,0,NegativeHabits
2025-06-29 10:48:34 PM,2025,6,29,26,negative_habit_04,0,NegativeHabits
2025-06-29 10:48:34 PM,2025,6,29,26,Saludo al Sol,0,ConvictConditioning
2025-06-29 10:48:34 PM,2025,6,29,26,Full Pullups,0,ConvictConditioning
2025-06-29 10:48:34 PM,2025,6,29,26,Unevein Squats,0,ConvictConditioning
2025-06-29 10:48:34 PM,2025,6,29,26,Close Pushups,0,ConvictConditioning
2025-06-29 10:48:34 PM,2025,6,29,26,Straigt Leg Raises,0,ConvictConditioning
2025-06-29 10:48:34 PM,2025,6,29,26,Handstand Pushups,0,ConvictConditioning
2025-06-29 10:48:34 PM,2025,6,29,26,Straignt Bridges,0,ConvictConditioning
2025-06-30 11:43:16 PM,2025,6,30,27,Sueño,8,Health
2025-06-30 11:43:16 PM,2025,6,30,27,Humor,6,Health
2025-06-30 11:43:16 PM,2025,6,30,27,Estres,1,Health
2025-06-30 11:43:16 PM,2025,6,30,27,positive_habit_01,1,PositiveHabits
2025-06-30 11:43:16 PM,2025,6,30,27,positive_habit_02,1,PositiveHabits
2025-06-30 11:43:16 PM,2025,6,30,27,positive_habit_03,0,PositiveHabits
2025-06-30 11:43:16 PM,2025,6,30,27,positive_habit_04,1,PositiveHabits
2025-06-30 11:43:16 PM,2025,6,30,27,positive_habit_05,1,PositiveHabits
2025-06-30 11:43:16 PM,2025,6,30,27,positive_habit_06,0,PositiveHabits
2025-06-30 11:43:16 PM,2025,6,30,27,positive_habit_07,0,PositiveHabits
2025-06-30 11:43:16 PM,2025,6,30,27,negative_habit_01,0,NegativeHabits
2025-06-30 11:43:16 PM,2025,6,30,27,negative_habit_02,0,NegativeHabits
2025-06-30 11:43:16 PM,2025,6,30,27,negative_habit_03,0,NegativeHabits
2025-06-30 11:43:16 PM,2025,6,30,27,negative_habit_04,0,NegativeHabits
2025-06-30 11:43:16 PM,2025,6,30,27,Saludo al Sol,5,ConvictConditioning
2025-06-30 11:43:16 PM,2025,6,30,27,Full Pullups,50,ConvictConditioning
2025-06-30 11:43:16 PM,2025,6,30,27,Unevein Squats,34,ConvictConditioning
2025-06-30 11:43:16 PM,2025,6,30,27,Close Pushups,0,ConvictConditioning
2025-06-30 11:43:16 PM,2025,6,30,27,Straigt Leg Raises,0,ConvictConditioning
2025-06-30 11:43:16 PM,2025,6,30,27,Handstand Pushups,0,ConvictConditioning
2025-06-30 11:43:16 PM,2025,6,30,27,Straignt Bridges,0,ConvictConditioning
