date,year,month,day,week_number,description,value,tag
2025-04-16 08:48:18 PM,2025,4,16,16,Full Pullups,0,ConvictConditioning
2025-04-16 08:48:18 PM,2025,4,16,16,Unevein Squats,0,ConvictConditioning
2025-04-16 08:48:18 PM,2025,4,16,16,Close Pushups,55,ConvictConditioning
2025-04-16 08:48:18 PM,2025,4,16,16,Straigt Leg Raises,42,ConvictConditioning
2025-04-16 08:48:18 PM,2025,4,16,16,Handstand Pushups,0,ConvictConditioning
2025-04-16 08:48:18 PM,2025,4,16,16,Straignt Bridges,0,ConvictConditioning
2025-04-17 11:35:02 PM,2025,4,17,16,Sueño,8,Health
2025-04-17 11:35:02 PM,2025,4,17,16,Humor,7,Health
2025-04-17 11:35:02 PM,2025,4,17,16,Estres,1,Health
2025-04-17 11:35:02 PM,2025,4,17,16,positive_habit_01,1,PositiveHabits
2025-04-17 11:35:02 PM,2025,4,17,16,positive_habit_02,1,PositiveHabits
2025-04-17 11:35:02 PM,2025,4,17,16,positive_habit_03,1,PositiveHabits
2025-04-17 11:35:02 PM,2025,4,17,16,positive_habit_04,0,PositiveHabits
2025-04-17 11:35:02 PM,2025,4,17,16,positive_habit_05,1,PositiveHabits
2025-04-17 11:35:02 PM,2025,4,17,16,positive_habit_06,0,PositiveHabits
2025-04-17 11:35:02 PM,2025,4,17,16,positive_habit_07,0,PositiveHabits
2025-04-17 11:35:02 PM,2025,4,17,16,negative_habit_01,0,NegativeHabits
2025-04-17 11:35:02 PM,2025,4,17,16,negative_habit_02,0,NegativeHabits
2025-04-17 11:35:02 PM,2025,4,17,16,negative_habit_03,0,NegativeHabits
2025-04-17 11:35:02 PM,2025,4,17,16,negative_habit_04,0,NegativeHabits
2025-04-17 11:35:02 PM,2025,4,17,16,Saludo al Sol,0,ConvictConditioning
2025-04-17 11:35:02 PM,2025,4,17,16,Full Pullups,0,ConvictConditioning
2025-04-17 11:35:02 PM,2025,4,17,16,Unevein Squats,0,ConvictConditioning
2025-04-17 11:35:02 PM,2025,4,17,16,Close Pushups,0,ConvictConditioning
2025-04-17 11:35:02 PM,2025,4,17,16,Straigt Leg Raises,0,ConvictConditioning
2025-04-17 11:35:02 PM,2025,4,17,16,Handstand Pushups,0,ConvictConditioning
2025-04-17 11:35:02 PM,2025,4,17,16,Straignt Bridges,0,ConvictConditioning
2025-04-18 08:42:54 PM,2025,4,18,16,Sueño,7,Health
2025-04-18 08:42:54 PM,2025,4,18,16,Humor,7,Health
2025-04-18 08:42:54 PM,2025,4,18,16,Estres,2,Health
2025-04-18 08:42:54 PM,2025,4,18,16,positive_habit_01,1,PositiveHabits
2025-04-18 08:42:54 PM,2025,4,18,16,positive_habit_02,1,PositiveHabits
2025-04-18 08:42:54 PM,2025,4,18,16,positive_habit_03,0,PositiveHabits
2025-04-18 08:42:54 PM,2025,4,18,16,positive_habit_04,0,PositiveHabits
2025-04-18 08:42:54 PM,2025,4,18,16,positive_habit_05,1,PositiveHabits
2025-04-18 08:42:54 PM,2025,4,18,16,positive_habit_06,0,PositiveHabits
2025-04-18 08:42:54 PM,2025,4,18,16,positive_habit_07,1,PositiveHabits
2025-04-18 08:42:54 PM,2025,4,18,16,negative_habit_01,0,NegativeHabits
2025-04-18 08:42:54 PM,2025,4,18,16,negative_habit_02,0,NegativeHabits
2025-04-18 08:42:54 PM,2025,4,18,16,negative_habit_03,0,NegativeHabits
2025-04-18 08:42:54 PM,2025,4,18,16,negative_habit_04,1,NegativeHabits
2025-04-18 08:42:54 PM,2025,4,18,16,Saludo al Sol,5,ConvictConditioning
2025-04-18 08:42:54 PM,2025,4,18,16,Full Pullups,0,ConvictConditioning
2025-04-18 08:42:54 PM,2025,4,18,16,Unevein Squats,0,ConvictConditioning
2025-04-18 08:42:54 PM,2025,4,18,16,Close Pushups,0,ConvictConditioning
2025-04-18 08:42:54 PM,2025,4,18,16,Straigt Leg Raises,0,ConvictConditioning
2025-04-18 08:42:54 PM,2025,4,18,16,Handstand Pushups,18,ConvictConditioning
2025-04-18 08:42:54 PM,2025,4,18,16,Straignt Bridges,55,ConvictConditioning
2025-04-19 09:29:39 PM,2025,4,19,16,Sueño,8,Health
2025-04-19 09:29:39 PM,2025,4,19,16,Humor,6,Health
2025-04-19 09:29:39 PM,2025,4,19,16,Estres,1,Health
2025-04-19 09:29:39 PM,2025,4,19,16,positive_habit_01,1,PositiveHabits
2025-04-19 09:29:39 PM,2025,4,19,16,positive_habit_02,1,PositiveHabits
2025-04-19 09:29:39 PM,2025,4,19,16,positive_habit_03,1,PositiveHabits
2025-04-19 09:29:39 PM,2025,4,19,16,positive_habit_04,1,PositiveHabits
2025-04-19 09:29:39 PM,2025,4,19,16,positive_habit_05,1,PositiveHabits
2025-04-19 09:29:39 PM,2025,4,19,16,positive_habit_06,0,PositiveHabits
2025-04-19 09:29:39 PM,2025,4,19,16,positive_habit_07,1,PositiveHabits
2025-04-19 09:29:39 PM,2025,4,19,16,negative_habit_01,0,NegativeHabits
2025-04-19 09:29:39 PM,2025,4,19,16,negative_habit_02,0,NegativeHabits
2025-04-19 09:29:39 PM,2025,4,19,16,negative_habit_03,0,NegativeHabits
2025-04-19 09:29:39 PM,2025,4,19,16,negative_habit_04,0,NegativeHabits
2025-04-19 09:29:39 PM,2025,4,19,16,Saludo al Sol,0,ConvictConditioning
2025-04-19 09:29:39 PM,2025,4,19,16,Full Pullups,0,ConvictConditioning
2025-04-19 09:29:39 PM,2025,4,19,16,Unevein Squats,0,ConvictConditioning
2025-04-19 09:29:39 PM,2025,4,19,16,Close Pushups,0,ConvictConditioning
2025-04-19 09:29:39 PM,2025,4,19,16,Straigt Leg Raises,0,ConvictConditioning
2025-04-19 09:29:39 PM,2025,4,19,16,Handstand Pushups,0,ConvictConditioning
2025-04-19 09:29:39 PM,2025,4,19,16,Straignt Bridges,0,ConvictConditioning
2025-04-20 09:42:28 PM,2025,4,20,16,Sueño,8,Health
2025-04-20 09:42:28 PM,2025,4,20,16,Humor,6,Health
2025-04-20 09:42:28 PM,2025,4,20,16,Estres,1,Health
2025-04-20 09:42:28 PM,2025,4,20,16,positive_habit_01,1,PositiveHabits
2025-04-20 09:42:28 PM,2025,4,20,16,positive_habit_02,0,PositiveHabits
2025-04-20 09:42:28 PM,2025,4,20,16,positive_habit_03,1,PositiveHabits
2025-04-20 09:42:28 PM,2025,4,20,16,positive_habit_04,1,PositiveHabits
2025-04-20 09:42:28 PM,2025,4,20,16,positive_habit_05,0,PositiveHabits
2025-04-20 09:42:28 PM,2025,4,20,16,positive_habit_06,1,PositiveHabits
2025-04-20 09:42:28 PM,2025,4,20,16,positive_habit_07,1,PositiveHabits
2025-04-20 09:42:28 PM,2025,4,20,16,negative_habit_01,0,NegativeHabits
2025-04-20 09:42:28 PM,2025,4,20,16,negative_habit_02,0,NegativeHabits
2025-04-20 09:42:28 PM,2025,4,20,16,negative_habit_03,0,NegativeHabits
2025-04-20 09:42:28 PM,2025,4,20,16,negative_habit_04,0,NegativeHabits
2025-04-20 09:42:28 PM,2025,4,20,16,Saludo al Sol,0,ConvictConditioning
2025-04-20 09:42:28 PM,2025,4,20,16,Full Pullups,0,ConvictConditioning
2025-04-20 09:42:28 PM,2025,4,20,16,Unevein Squats,0,ConvictConditioning
2025-04-20 09:42:28 PM,2025,4,20,16,Close Pushups,0,ConvictConditioning
2025-04-20 09:42:28 PM,2025,4,20,16,Straigt Leg Raises,0,ConvictConditioning
2025-04-20 09:42:28 PM,2025,4,20,16,Handstand Pushups,0,ConvictConditioning
2025-04-20 09:42:28 PM,2025,4,20,16,Straignt Bridges,0,ConvictConditioning
2025-04-21 08:20:31 PM,2025,4,21,17,Sueño,8,Health
2025-04-21 08:20:31 PM,2025,4,21,17,Humor,8,Health
2025-04-21 08:20:31 PM,2025,4,21,17,Estres,1,Health
2025-04-21 08:20:31 PM,2025,4,21,17,positive_habit_01,1,PositiveHabits
2025-04-21 08:20:31 PM,2025,4,21,17,positive_habit_02,1,PositiveHabits
2025-04-21 08:20:31 PM,2025,4,21,17,positive_habit_03,1,PositiveHabits
2025-04-21 08:20:31 PM,2025,4,21,17,positive_habit_04,1,PositiveHabits
2025-04-21 08:20:31 PM,2025,4,21,17,positive_habit_05,1,PositiveHabits
2025-04-21 08:20:31 PM,2025,4,21,17,positive_habit_06,1,PositiveHabits
2025-04-21 08:20:31 PM,2025,4,21,17,positive_habit_07,1,PositiveHabits
2025-04-21 08:20:31 PM,2025,4,21,17,negative_habit_01,0,NegativeHabits
2025-04-21 08:20:31 PM,2025,4,21,17,negative_habit_02,0,NegativeHabits
2025-04-21 08:20:31 PM,2025,4,21,17,negative_habit_03,0,NegativeHabits
2025-04-21 08:20:31 PM,2025,4,21,17,negative_habit_04,0,NegativeHabits
2025-04-21 08:20:31 PM,2025,4,21,17,Saludo al Sol,5,ConvictConditioning
2025-04-21 08:20:31 PM,2025,4,21,17,Full Pullups,60,ConvictConditioning
2025-04-21 08:20:31 PM,2025,4,21,17,Unevein Squats,15,ConvictConditioning
2025-04-21 08:20:31 PM,2025,4,21,17,Close Pushups,0,ConvictConditioning
2025-04-21 08:20:31 PM,2025,4,21,17,Straigt Leg Raises,0,ConvictConditioning
2025-04-21 08:20:31 PM,2025,4,21,17,Handstand Pushups,0,ConvictConditioning
2025-04-21 08:20:31 PM,2025,4,21,17,Straignt Bridges,0,ConvictConditioning
2025-04-22 08:37:49 PM,2025,4,22,17,Sueño,7,Health
2025-04-22 08:37:49 PM,2025,4,22,17,Humor,8,Health
2025-04-22 08:37:49 PM,2025,4,22,17,Estres,4,Health
2025-04-22 08:37:49 PM,2025,4,22,17,positive_habit_01,1,PositiveHabits
2025-04-22 08:37:49 PM,2025,4,22,17,positive_habit_02,1,PositiveHabits
2025-04-22 08:37:49 PM,2025,4,22,17,positive_habit_03,1,PositiveHabits
2025-04-22 08:37:49 PM,2025,4,22,17,positive_habit_04,0,PositiveHabits
2025-04-22 08:37:49 PM,2025,4,22,17,positive_habit_05,1,PositiveHabits
2025-04-22 08:37:49 PM,2025,4,22,17,positive_habit_06,1,PositiveHabits
2025-04-22 08:37:49 PM,2025,4,22,17,positive_habit_07,0,PositiveHabits
2025-04-22 08:37:49 PM,2025,4,22,17,negative_habit_01,0,NegativeHabits
2025-04-22 08:37:49 PM,2025,4,22,17,negative_habit_02,0,NegativeHabits
2025-04-22 08:37:49 PM,2025,4,22,17,negative_habit_03,0,NegativeHabits
2025-04-22 08:37:49 PM,2025,4,22,17,negative_habit_04,0,NegativeHabits
2025-04-22 08:37:49 PM,2025,4,22,17,Saludo al Sol,0,ConvictConditioning
2025-04-22 08:37:49 PM,2025,4,22,17,Full Pullups,0,ConvictConditioning
2025-04-22 08:37:49 PM,2025,4,22,17,Unevein Squats,0,ConvictConditioning
2025-04-22 08:37:49 PM,2025,4,22,17,Close Pushups,0,ConvictConditioning
2025-04-22 08:37:49 PM,2025,4,22,17,Straigt Leg Raises,0,ConvictConditioning
2025-04-22 08:37:49 PM,2025,4,22,17,Handstand Pushups,0,ConvictConditioning
2025-04-22 08:37:49 PM,2025,4,22,17,Straignt Bridges,0,ConvictConditioning
2025-04-23 08:35:05 PM,2025,4,23,17,Sueño,6,Health
2025-04-23 08:35:05 PM,2025,4,23,17,Humor,6,Health
2025-04-23 08:35:05 PM,2025,4,23,17,Estres,2,Health
2025-04-23 08:35:05 PM,2025,4,23,17,positive_habit_01,1,PositiveHabits
2025-04-23 08:35:05 PM,2025,4,23,17,positive_habit_02,1,PositiveHabits
2025-04-23 08:35:05 PM,2025,4,23,17,positive_habit_03,1,PositiveHabits
2025-04-23 08:35:05 PM,2025,4,23,17,positive_habit_04,1,PositiveHabits
2025-04-23 08:35:05 PM,2025,4,23,17,positive_habit_05,1,PositiveHabits
2025-04-23 08:35:05 PM,2025,4,23,17,positive_habit_06,0,PositiveHabits
2025-04-23 08:35:05 PM,2025,4,23,17,positive_habit_07,1,PositiveHabits
2025-04-23 08:35:05 PM,2025,4,23,17,negative_habit_01,0,NegativeHabits
2025-04-23 08:35:05 PM,2025,4,23,17,negative_habit_02,0,NegativeHabits
2025-04-23 08:35:05 PM,2025,4,23,17,negative_habit_03,0,NegativeHabits
2025-04-23 08:35:05 PM,2025,4,23,17,negative_habit_04,0,NegativeHabits
2025-04-23 08:35:05 PM,2025,4,23,17,Saludo al Sol,5,ConvictConditioning
2025-04-23 08:35:05 PM,2025,4,23,17,Full Pullups,0,ConvictConditioning
2025-04-23 08:35:05 PM,2025,4,23,17,Unevein Squats,0,ConvictConditioning
2025-04-23 08:35:05 PM,2025,4,23,17,Close Pushups,48,ConvictConditioning
2025-04-23 08:35:05 PM,2025,4,23,17,Straigt Leg Raises,60,ConvictConditioning
2025-04-23 08:35:05 PM,2025,4,23,17,Handstand Pushups,0,ConvictConditioning
2025-04-23 08:35:05 PM,2025,4,23,17,Straignt Bridges,0,ConvictConditioning
2025-04-24 10:43:05 PM,2025,4,24,17,Sueño,8,Health
2025-04-24 10:43:05 PM,2025,4,24,17,Humor,6,Health
2025-04-24 10:43:05 PM,2025,4,24,17,Estres,1,Health
2025-04-24 10:43:05 PM,2025,4,24,17,positive_habit_01,1,PositiveHabits
2025-04-24 10:43:05 PM,2025,4,24,17,positive_habit_02,0,PositiveHabits
2025-04-24 10:43:05 PM,2025,4,24,17,positive_habit_03,1,PositiveHabits
2025-04-24 10:43:05 PM,2025,4,24,17,positive_habit_04,0,PositiveHabits
2025-04-24 10:43:05 PM,2025,4,24,17,positive_habit_05,1,PositiveHabits
2025-04-24 10:43:05 PM,2025,4,24,17,positive_habit_06,1,PositiveHabits
2025-04-24 10:43:05 PM,2025,4,24,17,positive_habit_07,0,PositiveHabits
2025-04-24 10:43:05 PM,2025,4,24,17,negative_habit_01,0,NegativeHabits
2025-04-24 10:43:05 PM,2025,4,24,17,negative_habit_02,0,NegativeHabits
2025-04-24 10:43:05 PM,2025,4,24,17,negative_habit_03,0,NegativeHabits
2025-04-24 10:43:05 PM,2025,4,24,17,negative_habit_04,0,NegativeHabits
2025-04-24 10:43:05 PM,2025,4,24,17,Saludo al Sol,0,ConvictConditioning
2025-04-24 10:43:05 PM,2025,4,24,17,Full Pullups,0,ConvictConditioning
2025-04-24 10:43:05 PM,2025,4,24,17,Unevein Squats,0,ConvictConditioning
2025-04-24 10:43:05 PM,2025,4,24,17,Close Pushups,0,ConvictConditioning
2025-04-24 10:43:05 PM,2025,4,24,17,Straigt Leg Raises,0,ConvictConditioning
2025-04-24 10:43:05 PM,2025,4,24,17,Handstand Pushups,0,ConvictConditioning
2025-04-24 10:43:05 PM,2025,4,24,17,Straignt Bridges,0,ConvictConditioning
2025-04-25 09:10:25 PM,2025,4,25,17,Sueño,8,Health
2025-04-25 09:10:25 PM,2025,4,25,17,Humor,5,Health
2025-04-25 09:10:25 PM,2025,4,25,17,Estres,2,Health
2025-04-25 09:10:25 PM,2025,4,25,17,positive_habit_01,1,PositiveHabits
2025-04-25 09:10:25 PM,2025,4,25,17,positive_habit_02,1,PositiveHabits
2025-04-25 09:10:25 PM,2025,4,25,17,positive_habit_03,1,PositiveHabits
2025-04-25 09:10:25 PM,2025,4,25,17,positive_habit_04,1,PositiveHabits
2025-04-25 09:10:25 PM,2025,4,25,17,positive_habit_05,1,PositiveHabits
2025-04-25 09:10:25 PM,2025,4,25,17,positive_habit_06,1,PositiveHabits
2025-04-25 09:10:25 PM,2025,4,25,17,positive_habit_07,1,PositiveHabits
2025-04-25 09:10:25 PM,2025,4,25,17,negative_habit_01,1,NegativeHabits
2025-04-25 09:10:25 PM,2025,4,25,17,negative_habit_02,0,NegativeHabits
2025-04-25 09:10:25 PM,2025,4,25,17,negative_habit_03,0,NegativeHabits
2025-04-25 09:10:25 PM,2025,4,25,17,negative_habit_04,0,NegativeHabits
2025-04-25 09:10:25 PM,2025,4,25,17,Saludo al Sol,5,ConvictConditioning
2025-04-25 09:10:25 PM,2025,4,25,17,Full Pullups,0,ConvictConditioning
2025-04-25 09:10:25 PM,2025,4,25,17,Unevein Squats,0,ConvictConditioning
2025-04-25 09:10:25 PM,2025,4,25,17,Close Pushups,0,ConvictConditioning
2025-04-25 09:10:25 PM,2025,4,25,17,Straigt Leg Raises,0,ConvictConditioning
2025-04-25 09:10:25 PM,2025,4,25,17,Handstand Pushups,43,ConvictConditioning
2025-04-25 09:10:25 PM,2025,4,25,17,Straignt Bridges,58,ConvictConditioning
2025-04-26 09:28:31 PM,2025,4,26,17,Sueño,7,Health
2025-04-26 09:28:31 PM,2025,4,26,17,Humor,7,Health
2025-04-26 09:28:31 PM,2025,4,26,17,Estres,3,Health
2025-04-26 09:28:31 PM,2025,4,26,17,positive_habit_01,1,PositiveHabits
2025-04-26 09:28:31 PM,2025,4,26,17,positive_habit_02,1,PositiveHabits
2025-04-26 09:28:31 PM,2025,4,26,17,positive_habit_03,0,PositiveHabits
2025-04-26 09:28:31 PM,2025,4,26,17,positive_habit_04,1,PositiveHabits
2025-04-26 09:28:31 PM,2025,4,26,17,positive_habit_05,1,PositiveHabits
2025-04-26 09:28:31 PM,2025,4,26,17,positive_habit_06,0,PositiveHabits
2025-04-26 09:28:31 PM,2025,4,26,17,positive_habit_07,1,PositiveHabits
2025-04-26 09:28:31 PM,2025,4,26,17,negative_habit_01,0,NegativeHabits
2025-04-26 09:28:31 PM,2025,4,26,17,negative_habit_02,0,NegativeHabits
2025-04-26 09:28:31 PM,2025,4,26,17,negative_habit_03,0,NegativeHabits
2025-04-26 09:28:31 PM,2025,4,26,17,negative_habit_04,0,NegativeHabits
2025-04-26 09:28:31 PM,2025,4,26,17,Saludo al Sol,0,ConvictConditioning
2025-04-26 09:28:31 PM,2025,4,26,17,Full Pullups,0,ConvictConditioning
2025-04-26 09:28:31 PM,2025,4,26,17,Unevein Squats,0,ConvictConditioning
2025-04-26 09:28:31 PM,2025,4,26,17,Close Pushups,0,ConvictConditioning
2025-04-26 09:28:31 PM,2025,4,26,17,Straigt Leg Raises,0,ConvictConditioning
2025-04-26 09:28:31 PM,2025,4,26,17,Handstand Pushups,0,ConvictConditioning
2025-04-26 09:28:31 PM,2025,4,26,17,Straignt Bridges,0,ConvictConditioning
2025-04-27 10:42:43 PM,2025,4,27,17,Sueño,7,Health
2025-04-27 10:42:43 PM,2025,4,27,17,Humor,6,Health
2025-04-27 10:42:43 PM,2025,4,27,17,Estres,3,Health
2025-04-27 10:42:43 PM,2025,4,27,17,positive_habit_01,1,PositiveHabits
2025-04-27 10:42:43 PM,2025,4,27,17,positive_habit_02,0,PositiveHabits
2025-04-27 10:42:43 PM,2025,4,27,17,positive_habit_03,0,PositiveHabits
2025-04-27 10:42:43 PM,2025,4,27,17,positive_habit_04,1,PositiveHabits
2025-04-27 10:42:43 PM,2025,4,27,17,positive_habit_05,1,PositiveHabits
2025-04-27 10:42:43 PM,2025,4,27,17,positive_habit_06,1,PositiveHabits
2025-04-27 10:42:43 PM,2025,4,27,17,positive_habit_07,1,PositiveHabits
2025-04-27 10:42:43 PM,2025,4,27,17,negative_habit_01,0,NegativeHabits
2025-04-27 10:42:43 PM,2025,4,27,17,negative_habit_02,0,NegativeHabits
2025-04-27 10:42:43 PM,2025,4,27,17,negative_habit_03,0,NegativeHabits
2025-04-27 10:42:43 PM,2025,4,27,17,negative_habit_04,0,NegativeHabits
2025-04-27 10:42:43 PM,2025,4,27,17,Saludo al Sol,0,ConvictConditioning
2025-04-27 10:42:43 PM,2025,4,27,17,Full Pullups,0,ConvictConditioning
2025-04-27 10:42:43 PM,2025,4,27,17,Unevein Squats,0,ConvictConditioning
2025-04-27 10:42:43 PM,2025,4,27,17,Close Pushups,0,ConvictConditioning
2025-04-27 10:42:43 PM,2025,4,27,17,Straigt Leg Raises,0,ConvictConditioning
2025-04-27 10:42:43 PM,2025,4,27,17,Handstand Pushups,0,ConvictConditioning
2025-04-27 10:42:43 PM,2025,4,27,17,Straignt Bridges,0,ConvictConditioning
2025-04-28 08:02:29 PM,2025,4,28,18,Sueño,7,Health
2025-04-28 08:02:29 PM,2025,4,28,18,Humor,7,Health
2025-04-28 08:02:29 PM,2025,4,28,18,Estres,4,Health
2025-04-28 08:02:29 PM,2025,4,28,18,positive_habit_01,0,PositiveHabits
2025-04-28 08:02:29 PM,2025,4,28,18,positive_habit_02,1,PositiveHabits
2025-04-28 08:02:29 PM,2025,4,28,18,positive_habit_03,0,PositiveHabits
2025-04-28 08:02:29 PM,2025,4,28,18,positive_habit_04,1,PositiveHabits
2025-04-28 08:02:29 PM,2025,4,28,18,positive_habit_05,1,PositiveHabits
2025-04-28 08:02:29 PM,2025,4,28,18,positive_habit_06,1,PositiveHabits
2025-04-28 08:02:29 PM,2025,4,28,18,positive_habit_07,1,PositiveHabits
2025-04-28 08:02:29 PM,2025,4,28,18,negative_habit_01,0,NegativeHabits
2025-04-28 08:02:29 PM,2025,4,28,18,negative_habit_02,0,NegativeHabits
2025-04-28 08:02:29 PM,2025,4,28,18,negative_habit_03,0,NegativeHabits
2025-04-28 08:02:29 PM,2025,4,28,18,negative_habit_04,0,NegativeHabits
2025-04-28 08:02:29 PM,2025,4,28,18,Saludo al Sol,5,ConvictConditioning
2025-04-28 08:02:29 PM,2025,4,28,18,Full Pullups,45,ConvictConditioning
2025-04-28 08:02:29 PM,2025,4,28,18,Unevein Squats,43,ConvictConditioning
2025-04-28 08:02:29 PM,2025,4,28,18,Close Pushups,0,ConvictConditioning
2025-04-28 08:02:29 PM,2025,4,28,18,Straigt Leg Raises,0,ConvictConditioning
2025-04-28 08:02:29 PM,2025,4,28,18,Handstand Pushups,0,ConvictConditioning
2025-04-28 08:02:29 PM,2025,4,28,18,Straignt Bridges,0,ConvictConditioning
2025-04-29 10:45:54 PM,2025,4,29,18,Sueño,7,Health
2025-04-29 10:45:54 PM,2025,4,29,18,Humor,7,Health
2025-04-29 10:45:54 PM,2025,4,29,18,Estres,1,Health
2025-04-29 10:45:54 PM,2025,4,29,18,positive_habit_01,1,PositiveHabits
2025-04-29 10:45:54 PM,2025,4,29,18,positive_habit_02,1,PositiveHabits
2025-04-29 10:45:54 PM,2025,4,29,18,positive_habit_03,0,PositiveHabits
2025-04-29 10:45:54 PM,2025,4,29,18,positive_habit_04,0,PositiveHabits
2025-04-29 10:45:54 PM,2025,4,29,18,positive_habit_05,1,PositiveHabits
2025-04-29 10:45:54 PM,2025,4,29,18,positive_habit_06,1,PositiveHabits
2025-04-29 10:45:54 PM,2025,4,29,18,positive_habit_07,1,PositiveHabits
2025-04-29 10:45:54 PM,2025,4,29,18,negative_habit_01,0,NegativeHabits
2025-04-29 10:45:54 PM,2025,4,29,18,negative_habit_02,0,NegativeHabits
2025-04-29 10:45:54 PM,2025,4,29,18,negative_habit_03,0,NegativeHabits
2025-04-29 10:45:54 PM,2025,4,29,18,negative_habit_04,0,NegativeHabits
2025-04-29 10:45:54 PM,2025,4,29,18,Saludo al Sol,0,ConvictConditioning
2025-04-29 10:45:54 PM,2025,4,29,18,Full Pullups,0,ConvictConditioning
2025-04-29 10:45:54 PM,2025,4,29,18,Unevein Squats,0,ConvictConditioning
2025-04-29 10:45:54 PM,2025,4,29,18,Close Pushups,0,ConvictConditioning
2025-04-29 10:45:54 PM,2025,4,29,18,Straigt Leg Raises,0,ConvictConditioning
2025-04-29 10:45:54 PM,2025,4,29,18,Handstand Pushups,0,ConvictConditioning
2025-04-29 10:45:54 PM,2025,4,29,18,Straignt Bridges,0,ConvictConditioning
2025-04-30 10:55:36 PM,2025,4,30,18,Sueño,7,Health
2025-04-30 10:55:36 PM,2025,4,30,18,Humor,6,Health
2025-04-30 10:55:36 PM,2025,4,30,18,Estres,1,Health
2025-04-30 10:55:36 PM,2025,4,30,18,positive_habit_01,1,PositiveHabits
2025-04-30 10:55:36 PM,2025,4,30,18,positive_habit_02,1,PositiveHabits
2025-04-30 10:55:36 PM,2025,4,30,18,positive_habit_03,0,PositiveHabits
2025-04-30 10:55:36 PM,2025,4,30,18,positive_habit_04,0,PositiveHabits
2025-04-30 10:55:36 PM,2025,4,30,18,positive_habit_05,1,PositiveHabits
2025-04-30 10:55:36 PM,2025,4,30,18,positive_habit_06,1,PositiveHabits
2025-04-30 10:55:36 PM,2025,4,30,18,positive_habit_07,0,PositiveHabits
2025-04-30 10:55:36 PM,2025,4,30,18,negative_habit_01,0,NegativeHabits
2025-04-30 10:55:36 PM,2025,4,30,18,negative_habit_02,0,NegativeHabits
2025-04-30 10:55:36 PM,2025,4,30,18,negative_habit_03,0,NegativeHabits
2025-04-30 10:55:36 PM,2025,4,30,18,negative_habit_04,0,NegativeHabits
2025-04-30 10:55:36 PM,2025,4,30,18,Saludo al Sol,5,ConvictConditioning
2025-04-30 10:55:36 PM,2025,4,30,18,Full Pullups,0,ConvictConditioning
2025-04-30 10:55:36 PM,2025,4,30,18,Unevein Squats,0,ConvictConditioning
2025-04-30 10:55:36 PM,2025,4,30,18,Close Pushups,43,ConvictConditioning
2025-04-30 10:55:36 PM,2025,4,30,18,Straigt Leg Raises,36,ConvictConditioning
2025-04-30 10:55:36 PM,2025,4,30,18,Handstand Pushups,0,ConvictConditioning
2025-04-30 10:55:36 PM,2025,4,30,18,Straignt Bridges,0,ConvictConditioning
